state,financial_year,metric,total_fc_inr,total_fc_original,original_unit,reporting_associations,source_document,source_url,table_ref,retrieved_date,notes
Manipur,2020-21,utilized,543100000.00,54.31,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Meghalaya,2020-21,utilized,1131200000.00,113.12,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Mizoram,2020-21,utilized,41800000.00,4.18,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Nagaland,2020-21,utilized,474100000.00,47.41,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Orissa,2020-21,utilized,2850400000.00,285.04,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Pondicherry,2020-21,utilized,379200000.00,37.92,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Punjab,2020-21,utilized,1799900000.00,179.99,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Rajasthan,2020-21,utilized,12531600000.00,1253.16,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Sikkim,2020-21,utilized,72500000.00,7.25,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Tamil Nadu,2020-21,utilized,72664600000.00,7266.46,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Telangana,2020-21,utilized,11607800000.00,1160.78,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Tripura,2020-21,utilized,142700000.00,14.27,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Uttar Pradesh,2020-21,utilized,6233000000.00,623.30,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Uttarakhand,2020-21,utilized,1470600000.00,147.06,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
West Bengal,2020-21,utilized,14376800000.00,1437.68,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Andaman & Nicobar Islands,2021-22,received,24900000.00,2.49,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Andhra Pradesh,2021-22,received,9501000000.00,950.10,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Arunachal Pradesh,2021-22,received,275000000.00,27.50,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Assam,2021-22,received,1996400000.00,199.64,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Bihar,2021-22,received,2315200000.00,231.52,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Chandigarh,2021-22,received,200800000.00,20.08,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Chhattisgarh,2021-22,received,717600000.00,71.76,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Dadra & Nagar Haveli,2021-22,received,24200000.00,2.42,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Delhi,2021-22,received,58096000000.00,5809.60,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Goa,2021-22,received,564800000.00,56.48,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Gujarat,2021-22,received,14961700000.00,1496.17,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Haryana,2021-22,received,1069500000.00,106.95,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Himachal Pradesh,2021-22,received,2333900000.00,233.39,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2021-22 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
